Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,229394.0,White / -,"Welshpool, WA",6 cyl,Sedan,4,5,16990.0,3.6,9.5,100.0
Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,123001.0,Silver / -,"Jandakot, WA",6 cyl,SUV,4,5,26999.0,2.5,7.5,100.0
Toyota,2023,Hilux,Ute / Tray,2023 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,20.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,69995.0,2.8,8.0,100.0
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-S,USED,Automatic,AWD,Unleaded,85646.0,White / -,"Osborne Park, WA",4 cyl,SUV,4,5,29990.0,2.5,8.1,100.0
Ford,2019,Everest,SUV,2019 Ford Everest Trend (4WD 7 Seat),USED,Automatic,4WD,Diesel,54066.0,Silver / -,"Osborne Park, WA",4 cyl,SUV,4,7,51888.0,2.5,7.1,100.0
Volvo,2022,XC60,SUV,2022 Volvo XC60 B6 R-Design Mhev,USED,Automatic,AWD,Hybrid,20049.0,Blue / -,"Osborne Park, WA",4 cyl,SUV,4,5,84990.0,2.5,8.0,100.0
Volkswagen,2021,Golf,Melville Volkswagen,2021 Volkswagen Golf 110TSI,DEMO,Automatic,Front,Premium,24912.0,Grey / Soul Black/Soul Black/Black/Storm Gray,"Myaree, WA",4 cyl,Wagon,4,5,37990.0,1.4,5.9,100.0
Mitsubishi,2019,Pajero,SUV,2019 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,69503.0,Grey / Black,"Bibra Lake, WA",4 cyl,SUV,4,7,46888.0,2.4,8.0,100.0
BMW,2016,X3,SUV,2016 BMW X3 Xdrive 20D,USED,Automatic,4WD,Diesel,85748.0,Black / Black,"Bibra Lake, WA",4 cyl,SUV,4,5,34990.0,2.5,5.4,100.0
MG,2020,HS,SUV,2020 MG HS Core,USED,Automatic,Front,Unleaded,31899.0,Black / -,"Victoria Park, WA",4 cyl,SUV,4,5,24977.0,1.5,7.3,100.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XLS 3.2 (4X4),USED,Automatic,4WD,Diesel,229327.0,White / -,"Kenwick, WA",5 cyl,Ute / Tray,4,5,23990.0,3.2,9.2,100.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,56438.0,Silver / Standard Trim,"Maddington, WA",4 cyl,SUV,4,5,30388.0,2.5,7.9,100.0
Audi,2020,SQ5,SUV,2020 Audi SQ5 3.0 Tfsi Quattro,USED,Automatic,AWD,Premium,52158.0,Grey / -,"Bentley, WA",6 cyl,SUV,4,5,77977.0,2.5,8.7,100.0
GWM,2022,Haval,SUV,2022 GWM Haval Jolion Ultra Hybrid,USED,Automatic,Front,Hybrid,14651.0,Grey / Black,"Morley, WA",4 cyl,SUV,4,5,34998.0,1.5,5.0,100.0
Holden,2016,Trax,SUV,2016 Holden Trax LS,USED,Automatic,Front,Unleaded,25273.0,White / -,"Maddington, WA",4 cyl,SUV,4,5,15499.0,1.8,7.6,100.0
Ford,2010,Fiesta,3MT True Value Auto,2010 Ford Fiesta 2010 FORD FIESTA ZETEC WS MANUAL,USED,Manual,Other,Unleaded,183412.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,4,5,8480.0,2.5,7.7,100.0
Ford,2009,Fiesta,Hatchback,2009 Ford Fiesta Zetec,USED,Automatic,Front,Unleaded,61250.0,Black / -,"Maddington, WA",4 cyl,Hatchback,5,5,10499.0,1.4,6.9,100.0
Holden,2016,Commodore,Sedan,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,Rear,Unleaded,132906.0,White / -,"Como, WA",6 cyl,Sedan,4,5,24911.0,3.6,9.5,100.0
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S,USED,Automatic,Front,Unleaded,35288.0,Blue / -,"Maddington, WA",4 cyl,Hatchback,5,5,17999.0,2.5,7.1,100.0
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,57156.0,White / -,"Victoria Park, WA",4 cyl,SUV,4,5,26999.0,2.5,6.2,100.0
Isuzu,2023,D-MAX,Gardner Isuzu,2023 Isuzu D-MAX SX (4X4),NEW,Automatic,4WD,Diesel,100290.0,White / -,"Cannington, WA",4 cyl,Ute / Tray,4,5,58483.0,2.5,8.0,100.0
Kia,2009,Sportage,SUV,2009 Kia Sportage LX (fwd),USED,Automatic,Front,Unleaded,194864.0,Silver / -,"Kenwick, WA",4 cyl,SUV,4,5,8880.0,2.5,8.2,100.0
Kia,2014,Sportage,SUV,2014 Kia Sportage SLI (awd),USED,Automatic,AWD,Unleaded,188808.0,Bronze / -,"Bellevue, WA",4 cyl,SUV,4,5,13990.0,2.5,8.8,100.0
Jeep,2019,Cherokee,SUV,2019 Jeep Cherokee Night Eagle (4X4),USED,Automatic,AWD,Unleaded,29282.0,White / -,"Maddington, WA",6 cyl,SUV,4,5,28999.0,3.2,9.8,100.0
Suzuki,2023,Swift,Gardner Suzuki,2023 Suzuki Swift GL Navi Plus,NEW,Automatic,Front,Unleaded,100290.0,Red / -,"Cannington, WA",4 cyl,Hatchback,5,5,28085.0,1.2,4.8,100.0
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,Front,Unleaded,38151.0,White / Standard Trim,"Maddington, WA",4 cyl,SUV,4,5,27588.0,1.5,7.3,100.0
Subaru,2005,Forester,SUV,2005 Subaru Forester X,USED,Manual,AWD,Unleaded,230000.0,- / -,"Kenwick, WA",4 cyl,SUV,4,5,8999.0,2.5,9.6,100.0
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,Front,Unleaded,24291.0,White / Dark Grey Cloth,"Victoria Park, WA",4 cyl,SUV,4,5,26977.0,1.5,7.3,100.0
Ford,2016,Territory,SUV,2016 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,39480.0,White / -,"Bayswater, WA",6 cyl,SUV,4,5,29990.0,2.7,8.2,100.0
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,Front,Unleaded,38303.0,White / -,"Victoria Park, WA",4 cyl,SUV,4,5,25977.0,1.5,7.3,100.0
Ssangyong,2009,Rexton,SUV,2009 Ssangyong Rexton RX270 XVT SPR II,USED,Automatic,4WD,Diesel,222356.0,Black / -,"Bunbury, WA",5 cyl,SUV,4,7,9790.0,2.7,9.1,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,124746.0,White / Black Fabric,"Bassendean, WA",4 cyl,Ute / Tray,4,5,41290.0,2.8,8.5,100.0
Subaru,2016,XV,SUV,2016 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,145304.0,White / -,"Bellevue, WA",4 cyl,SUV,4,5,18990.0,2.5,7.1,100.0
Suzuki,2023,Swift,Gardner Suzuki,2023 Suzuki Swift GL Navi,NEW,Manual,Front,Unleaded,100290.0,Blue / -,"Cannington, WA",4 cyl,Hatchback,5,5,24585.0,1.2,4.6,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,85354.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,47977.0,2.8,8.5,100.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,52272.0,White / Standard Trim,"Maddington, WA",4 cyl,SUV,4,5,30388.0,2.5,7.9,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,125543.0,White / Black Fabric,"Bassendean, WA",4 cyl,Ute / Tray,4,5,46990.0,2.8,8.5,100.0
Ford,2023,Ranger,Melville Hyundai Used,2023 Ford Ranger Raptor,USED,Automatic,Other,Premium,358.0,Orange / Black,"Myaree, WA",4 cyl,Ute / Tray,4,5,110888.0,2.5,7.7,100.0
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,32635.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,71988.0,2.8,8.0,100.0
Suzuki,2009,Grand,Midland Car Yard,2009 Suzuki Grand Vitara JT Prestige Wagon 5dr Auto 4sp 4x4 2.4i,USED,Automatic,Other,Unleaded,241000.0,Silver / -,"Midland, WA",4 cyl,Wagon,4,5,10999.0,2.5,7.7,100.0
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,Front,Unleaded,35880.0,Blue / -,"Bentley, WA",4 cyl,SUV,4,5,28980.0,1.5,7.3,100.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Active (fwd),USED,Automatic,Front,Unleaded,143681.0,Silver / -,"Bentley, WA",4 cyl,SUV,4,5,22999.0,2.5,7.9,100.0
Honda,2007,Civic,Sedan,2007 Honda Civic VTI,USED,Automatic,Front,Unleaded,91102.0,Silver / Grey,"Victoria Park, WA",4 cyl,Sedan,4,5,10999.0,1.8,7.2,100.0
Mazda,2020,CX-5,Quality Motors pty ltd,2020 Mazda CX-5 AKERA (4x4) MY19 (KF S 4D WAGON 4 Cylinders 2.5 Litre Petrol,USED,Automatic,AWD,Unleaded,30674.0,White / -,"Kenwick, WA",4 cyl,Wagon,4,5,37888.0,2.5,7.7,100.0
Isuzu,2022,D-MAX,Major Motors - New,2022 Isuzu D-MAX SX (4X4),NEW,Manual,4WD,Diesel,12.0,Silver / Grey,"Bibra Lake, WA",4 cyl,Ute / Tray,4,5,62811.0,2.5,8.0,100.0
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara N-Trek Warrior (4X4),USED,Automatic,4WD,Diesel,38301.0,White / -,"Bibra Lake, WA",4 cyl,Ute / Tray,4,5,57888.0,2.3,7.0,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,107819.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,47980.0,2.8,8.5,100.0
Honda,2014,CR-V,SUV,2014 Honda CR-V VTI (4X2),USED,Automatic,Rear,Unleaded,166509.0,Grey / -,"Osborne Park, WA",4 cyl,SUV,4,5,16990.0,2.5,7.7,100.0
Kia,2019,Seltos,SUV,2019 Kia Seltos Sport (fwd),USED,Automatic,Front,Unleaded,21630.0,Grey / Black,"Bayswater, WA",4 cyl,SUV,4,5,28999.0,2.5,6.8,100.0
Mitsubishi,2018,Pajero,SUV,2018 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,4WD,Diesel,70300.0,White / -,"Rockingham, WA",4 cyl,SUV,4,5,43999.0,2.4,8.0,100.0
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 GT (4X4) (5YR),USED,Automatic,4WD,Diesel,63125.0,Grey / -,"Bibra Lake, WA",5 cyl,Ute / Tray,4,5,52888.0,3.2,10.0,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,121135.0,White / Black Fabric,"Bassendean, WA",4 cyl,Ute / Tray,4,5,40990.0,2.8,8.5,100.0
Subaru,2019,Liberty,Sedan,2019 Subaru Liberty 2.5I,USED,Automatic,AWD,Unleaded,55877.0,Silver / -,"Morley, WA",4 cyl,Sedan,4,5,27990.0,2.5,7.3,100.0
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,4WD,Diesel,101960.0,White / -,"Bentley, WA",8 cyl,Ute / Tray,4,5,92988.0,4.5,10.7,100.0
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I Limited Edition,USED,Automatic,AWD,Unleaded,63982.0,White / -,"Victoria Park, WA",4 cyl,SUV,4,5,29951.0,2.5,7.0,100.0
Ford,2023,Ranger,Ute / Tray,2023 Ford Ranger Wildtrak 3.0 (4X4),USED,Automatic,4WD,Diesel,5581.0,White / -,"Bibra Lake, WA",6 cyl,Ute / Tray,4,5,86888.0,2.5,8.4,100.0
Toyota,2023,Corolla,Hatchback,2023 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,Front,Hybrid,6000.0,White / Black,"Maddington, WA",4 cyl,Hatchback,5,5,36773.0,1.8,4.0,100.0
Ford,2012,Fiesta,Hatchback,2012 Ford Fiesta CL,USED,Manual,Front,Unleaded,149586.0,Blue / Grey,"Victoria Park, WA",4 cyl,Hatchback,5,5,4985.0,1.6,6.1,100.0
Toyota,2012,FJ,SUV,2012 Toyota FJ Cruiser,USED,Automatic,4WD,Premium,150889.0,Silver / -,"Bentley, WA",6 cyl,SUV,4,5,37994.0,2.5,11.4,100.0
Volkswagen,2022,Tiguan,Melville Volkswagen,2022 Volkswagen Tiguan Allspace 162TSI Adventure,DEMO,Automatic,AWD,Premium,1566.0,Red / Titanium Black/Titanium Black/Black/Storm Gray,"Myaree, WA",4 cyl,SUV,4,5,49890.0,2.5,7.7,100.0
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,54432.0,Silver / -,"Welshpool, WA",4 cyl,SUV,4,5,26999.0,2.5,7.2,100.0
Volkswagen,2020,Amarok,Melville Volkswagen,2020 Volkswagen Amarok TDI550 4MOTION Perm Sportline,USED,Automatic,Other,Diesel,61807.0,- / 16 Black/Titanium Black-Titanium,"Myaree, WA",4 cyl,Ute / Tray,4,5,48490.0,2.5,7.7,100.0
Volkswagen,2021,Polo,Hatchback,2021 Volkswagen Polo GTI,USED,Automatic,Front,Premium,67064.0,Grey / -,"Midland, WA",4 cyl,Hatchback,5,5,35990.0,2.5,6.1,100.0
MG,2022,HS,SUV,2022 MG HS Core,USED,Automatic,Front,Unleaded,14516.0,White / Dark Grey Cloth,"Victoria Park, WA",4 cyl,SUV,4,5,27999.0,1.5,7.3,100.0
Suzuki,2018,Baleno,Hatchback,2018 Suzuki Baleno GL,USED,Automatic,Front,Unleaded,64017.0,Grey / Black,"Gosnells, WA",4 cyl,Hatchback,4,5,16999.0,1.4,5.4,100.0
LDV,2020,T60,Ute / Tray,2020 LDV T60 Luxe (4X4),USED,Automatic,4WD,Diesel,55037.0,Red / -,"Welshpool, WA",4 cyl,Ute / Tray,4,5,36999.0,2.8,9.6,100.0
Subaru,2008,Liberty,USED Dealer ad,2008 Subaru Liberty Gen 2 Heritage Sedan 4dr Auto 4sp 4WD 2.2i,USED,Automatic,Other,Unleaded,194520.0,Grey / -,"Victoria Park, WA",4 cyl,SUV,4,5,8480.0,2.5,7.7,100.0
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,Front,Unleaded,99545.0,Silver / -,"Bentley, WA",4 cyl,Hatchback,4,5,20968.0,2.5,7.4,100.0
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,47000.0,White / Standard Trim,"Maddington, WA",4 cyl,SUV,4,5,35488.0,2.5,7.4,100.0
Ford,2006,Territory,3MT True Value Auto,2006 Ford Territory SY Ghia Wagon 4dr Spts Auto 6sp AWD 4.0i,USED,Automatic,Other,Unleaded,145649.0,Black / -,"Victoria Park, WA",4 cyl,Wagon,4,5,8980.0,2.5,7.7,100.0
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,Front,Unleaded,58384.0,Grey / -,"Maddington, WA",6 cyl,Wagon,4,8,33990.0,3.3,10.8,100.0
Nissan,2013,Tiida,3MT True Value Auto,2013 Nissan Tiida C11 S4 ST Hatchback 5dr Auto 4sp 1.8i,USED,Automatic,Other,Unleaded,177969.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,4,5,9980.0,2.5,7.7,100.0
Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,51851.0,White / -,"Bentley, WA",4 cyl,SUV,4,5,25780.0,2.5,7.6,100.0
Holden,2013,Captiva,SUV,2013 Holden Captiva 5 (4X4),USED,Automatic,AWD,Diesel,101470.0,Grey / -,"Rockingham, WA",4 cyl,SUV,4,5,13488.0,2.2,8.2,100.0
Mazda,2013,CX-5,SUV,2013 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Diesel,159724.0,Blue / Black,"Myaree, WA",4 cyl,SUV,4,5,19350.0,2.2,5.7,100.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,134960.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,47980.0,2.8,8.5,100.0
GWM,2023,Haval,Morley GWM,2023 GWM Haval H6GT LUX (2WD),NEW,Automatic,Front,Unleaded,1.0,Black / -,"Morley, WA",4 cyl,SUV,4,5,41485.0,2.5,7.5,100.0
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,Front,Unleaded,47041.0,Grey / Black,"Rockingham, WA",4 cyl,SUV,4,7,33990.0,2.4,7.2,100.0
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,70788.0,White / Black Cloth,"Morley, WA",4 cyl,SUV,4,5,25998.0,2.5,7.6,100.0
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,Front,Unleaded,38763.0,Black / -,"Bentley, WA",4 cyl,SUV,4,5,28588.0,1.5,7.3,100.0
Ford,2011,Territory,Gamers Autos,2011 Ford Territory SZ Titanium Wagon 7st 4dr Seq Sport Shift 6sp RWD 4.0i,USED,Automatic,Other,Unleaded,216000.0,Red / -,"Hamilton Hill, WA",4 cyl,Wagon,4,5,12250.0,2.5,7.7,100.0
Suzuki,2016,Swift,Hatchback,2016 Suzuki Swift Sport Navigator,USED,Automatic,Front,Unleaded,54344.0,Yellow / Black,"Cannington, WA",4 cyl,Hatchback,5,5,19998.0,1.6,6.1,100.0
Audi,2018,A3,Sedan,2018 Audi A3 2.0 Tfsi Quattro S Line,USED,Automatic,AWD,Premium,61811.0,Black / -,"Bentley, WA",4 cyl,Sedan,4,5,35996.0,2.5,6.1,100.0
Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 Workmate,USED,Manual,AWD,Diesel,4000.0,White / -,"Bentley, WA",8 cyl,Ute / Tray,2,2,126988.0,4.5,10.7,100.0
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux Rogue (4X4),USED,Automatic,4WD,Diesel,51476.0,Gold / -,"Rockingham, WA",4 cyl,Ute / Tray,4,5,69990.0,2.8,8.5,100.0
Toyota,2010,Ractis,"08 **** ****
",2010 Toyota Ractis,USED,Automatic,Other,Unleaded,26103.0,Blue / Black,"Perth, WA",4 cyl,SUV,4,5,28888.0,2.5,7.7,100.0
Ford,2019,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,4WD,Diesel,61131.0,Gold / Black,"Cannington, WA",4 cyl,SUV,4,7,56997.0,2.5,7.1,100.0
Holden,2018,Captiva,JPM MOTORS,2018 Holden Captiva CG 5 LTZ Wagon 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,AWD,Diesel,177101.0,White / -,"Maddington, WA",4 cyl,Wagon,4,5,16990.0,2.5,7.7,100.0
Holden,2006,Calais,Sedan,2006 Holden Calais V,USED,Automatic,Rear,Unleaded,178950.0,Grey / -,"Osborne Park, WA",6 cyl,Sedan,4,5,10990.0,3.6,11.0,100.0
Kia,2020,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,59383.0,White / -,"Bentley, WA",4 cyl,Sedan,4,5,23980.0,2.5,7.4,100.0
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,Front,Unleaded,36624.0,Blue / -,"Bentley, WA",4 cyl,SUV,4,5,28988.0,1.5,7.3,100.0
Mazda,2021,CX-30,SUV,2021 Mazda CX-30 G20 Touring Vision (fwd),USED,Automatic,Front,Unleaded,28997.0,Silver / Black,"Maddington, WA",4 cyl,SUV,4,5,35989.0,2.5,6.5,100.0
Holden,2008,Commodore,Wagon,2008 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,213297.0,Green / -,"Osborne Park, WA",6 cyl,Wagon,4,5,12990.0,3.6,11.0,100.0
Ford,2022,Puma,SUV,2022 Ford Puma ST-Line,USED,Automatic,Front,Premium,9048.0,Grey / Black,"Mandurah, WA",3 cyl,SUV,5,5,34444.0,2.5,5.3,100.0
Volkswagen,2015,Golf,Hatchback,2015 Volkswagen Golf 103 TSI Highline,USED,Automatic,Front,Premium,85269.0,Grey / -,"Morley, WA",4 cyl,Hatchback,5,5,18888.0,1.4,5.2,100.0
Kia,2022,Carnival,Wagon,2022 Kia Carnival S,USED,Automatic,Front,Unleaded,3202.0,Silver / Off Black,"Victoria Park, WA",6 cyl,Wagon,4,8,52999.0,3.5,9.6,100.0
Holden,2013,Caprice,Sedan,2013 Holden Caprice V,USED,Automatic,Rear,Premium,84333.0,Black / -,"Welshpool, WA",8 cyl,Sedan,4,5,34999.0,2.5,14.5,100.0
Toyota,2023,Kluger,SUV,2023 Toyota Kluger GXL 2WD,USED,Automatic,Front,Unleaded,112.0,Silver / -,"Morley, WA",4 cyl,SUV,5,7,76888.0,2.4,8.3,100.0
BMW,2007,325I,Coupe,2007 BMW 325I,USED,Automatic,Rear,Premium,241871.0,Grey / -,"Osborne Park, WA",6 cyl,Coupe,2,4,13990.0,2.5,9.0,100.0
Ssangyong,2023,Korando,SUV,2023 Ssangyong Korando ELX,USED,Automatic,Front,Unleaded,23.0,Grey / Black,"Bunbury, WA",4 cyl,SUV,5,5,33585.0,1.5,7.7,100.0
Toyota,2008,Century,"08 **** ****
",2008 Toyota Century V12,USED,Automatic,Other,Unleaded,87502.0,Black / Black,"Perth, WA",4 cyl,SUV,4,5,42888.0,2.5,7.7,100.0
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,AWD,Premium,74700.0,Silver / -,"Myaree, WA",5 cyl,Hatchback,5,5,54990.0,2.5,8.1,100.0
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,84583.0,White / Black,"Myaree, WA",4 cyl,SUV,4,5,25350.0,2.5,7.4,100.0
Mitsubishi,2018,Outlander,SUV,2018 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,120449.0,Grey / Black Cloth,"Morley, WA",4 cyl,SUV,4,7,24998.0,2.4,6.8,100.0
Mazda,2021,CX-3,SUV,2021 Mazda CX-3 Akari (awd),USED,Automatic,AWD,Unleaded,20590.0,White / Black,"Myaree, WA",4 cyl,SUV,4,5,36888.0,2.5,6.7,100.0
Hyundai,2006,Getz,Hatchback,2006 Hyundai Getz 1.6,USED,Automatic,Front,Unleaded,237598.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,5,5,5985.0,1.6,7.1,100.0
Nissan,2021,Qashqai,SUV,2021 Nissan Qashqai ST,USED,Automatic,Front,Unleaded,70205.0,Blue / -,"Osborne Park, WA",4 cyl,SUV,4,5,27990.0,2.5,6.9,100.0
Mazda,2019,3,USED Dealer ad,2019 Mazda 3,USED,Automatic,Front,Unleaded,30581.0,White / -,"Cannington, WA",4 cyl,SUV,4,5,25990.0,2.5,7.7,100.0
Hyundai,2019,Kona,SUV,2019 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,87601.0,White / -,"Bentley, WA",4 cyl,SUV,4,5,24369.0,2.5,7.2,100.0
Mercedes-Benz,2013,C250,Sedan,2013 Mercedes-Benz C250 CDI Elegance BE,USED,Automatic,Rear,Diesel,131948.0,Grey / -,"Saint James, WA",4 cyl,Sedan,4,5,19990.0,2.1,5.1,100.0
BMW,2015,X3,SUV,2015 BMW X3 Xdrive 20I,USED,Automatic,4WD,Premium,93671.0,White / -,"Canning Vale, WA",4 cyl,SUV,4,5,32980.0,2.5,7.3,100.0
Volkswagen,2020,Golf,Wagon,2020 Volkswagen Golf 110 TSI Trendline,USED,Automatic,Front,Premium,32360.0,Grey / Black,"Bayswater, WA",4 cyl,Wagon,4,5,24999.0,1.4,5.6,100.0
Hyundai,2020,Venue,SUV,2020 Hyundai Venue Active,USED,Automatic,Front,Unleaded,54177.0,White / Black Cloth,"Welshpool, WA",4 cyl,SUV,4,5,24999.0,1.6,7.2,100.0
BMW,2015,I3,Hatchback,2015 BMW I3,USED,Automatic,Rear,Electric,88987.0,White / White,"Maddington, WA",4 cyl,Hatchback,4,5,28888.0,2.5,0.0,100.0
Isuzu,2017,MU-X,SUV,2017 Isuzu MU-X LS-T (4X2),USED,Automatic,Rear,Diesel,46300.0,Black / -,"Myaree, WA",4 cyl,SUV,4,7,40990.0,2.5,8.1,100.0
Nissan,2005,Patrol,Ute / Tray,2005 Nissan Patrol ST (4X4),USED,Manual,4WD,Diesel,259809.0,- / -,"Mandurah, WA",6 cyl,Ute / Tray,2,3,29990.0,4.2,12.9,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,94281.0,White / Dark Grey Cloth,"Morley, WA",4 cyl,Ute / Tray,4,5,32998.0,2.4,7.6,100.0
Holden,2016,Commodore,Sedan,2016 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,162125.0,White / Black,"Victoria Park, WA",6 cyl,Sedan,4,5,15985.0,3.6,9.5,100.0
BMW,2013,X5,SUV,2013 BMW X5 Xdrive 30D Edition Exclusive,USED,Automatic,4WD,Diesel,128319.0,Grey / Black,"Melville, WA",6 cyl,SUV,4,5,31989.0,2.5,7.4,100.0
MG,2021,HS,SUV,2021 MG HS Vibe,USED,Automatic,Front,Unleaded,31560.0,White / -,"Maddington, WA",4 cyl,SUV,4,5,26990.0,1.5,7.3,100.0
Holden,2011,Commodore,Sedan,2011 Holden Commodore SS,USED,Automatic,Rear,Premium,170414.0,Red / -,"Canning Vale, WA",8 cyl,Sedan,4,5,23990.0,2.5,14.6,100.0
Mazda,2016,BT-50,Melville Nissan & Suzuki,2016 Mazda BT-50 XTR,USED,Automatic,Other,Diesel,215147.0,White / Black,"Attadale, WA",4 cyl,Ute / Tray,4,5,28965.0,2.5,7.7,100.0
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,4429.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,80988.0,2.8,8.0,100.0
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,Front,Unleaded,48624.0,White / Standard Trim,"Maddington, WA",6 cyl,Wagon,4,8,35988.0,3.3,10.8,100.0
Audi,2012,A5,Convertible,2012 Audi A5 2.0 Tfsi Quattro,USED,Automatic,AWD,Premium,133986.0,Gold / -,"Bentley, WA",4 cyl,Convertible,2,4,22999.0,2.5,7.8,100.0
Mercedes-Benz,2019,X350,Ute / Tray,2019 Mercedes-Benz X350 D Power (4Matic),USED,Automatic,4WD,Diesel,129368.0,White / Black,"Morley, WA",6 cyl,Ute / Tray,4,5,48990.0,2.5,8.8,100.0
Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST (4WD),USED,Automatic,4WD,Unleaded,122094.0,Grey / -,"Morley, WA",4 cyl,SUV,4,5,24288.0,2.5,8.3,100.0
