Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR HI-Rider,USED,Automatic,Rear,Diesel,64966.0,White / -,"Rockingham, WA",4 cyl,Ute / Tray,4,5,37990.0,2.8,8.1,100.0
Volkswagen,2019,Arteon,Hatchback,2019 Volkswagen Arteon 206 TSI R-Line,USED,Automatic,AWD,Premium,67828.0,White / Black,"Rockingham, WA",4 cyl,Hatchback,5,5,43885.0,2.5,7.5,100.0
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,229196.0,White / -,"Como, WA",4 cyl,SUV,4,7,32921.0,2.5,8.5,100.0
Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,AWD,Diesel,63.0,Grey / -,"Maddington, WA",8 cyl,Ute / Tray,4,5,113767.0,4.5,10.7,100.0
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,4WD,Diesel,28111.0,White / Grey,"Northbridge, WA",4 cyl,SUV,4,7,75888.0,2.8,7.9,100.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,62031.0,Blue / -,"Victoria Park, WA",4 cyl,Hatchback,4,5,22999.0,2.5,7.4,100.0
Hyundai,2012,I45,Sedan,2012 Hyundai I45 Premium,USED,Automatic,Front,Unleaded,106059.0,Grey / -,"Osborne Park, WA",4 cyl,Sedan,4,5,16888.0,2.4,7.9,100.0
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Wildtrak X 2.0 (4X4),USED,Automatic,4WD,Diesel,54348.0,White / -,"Maddington, WA",4 cyl,Ute / Tray,4,5,63979.0,2.5,7.4,100.0
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2) (5 YR),USED,Automatic,Rear,Diesel,67577.0,White / Black,"Maddington, WA",4 cyl,Ute / Tray,2,2,29990.0,2.2,7.8,100.0
Ford,2013,Fiesta,Hatchback,2013 Ford Fiesta LX,USED,Manual,Front,Unleaded,123373.0,Blue / -,"Osborne Park, WA",4 cyl,Hatchback,5,5,10990.0,1.6,6.1,100.0
Toyota,2023,Corolla,Sedan,2023 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,60.0,White / -,"Bentley, WA",4 cyl,Sedan,4,5,41994.0,1.8,3.9,100.0
Hyundai,2016,Santa,SUV,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,88558.0,Red / -,"Victoria Park, WA",4 cyl,SUV,4,7,32994.0,2.2,7.8,100.0
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,62786.0,Black / Black,"Mandurah, WA",4 cyl,Hatchback,5,5,29977.0,2.5,6.0,100.0
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,56476.0,White / -,"Victoria Park, WA",4 cyl,SUV,4,5,33999.0,2.5,7.4,100.0
Volkswagen,2020,Caddy,Wagon,2020 Volkswagen Caddy Maxi Comfortline TSI220,USED,Automatic,Front,Premium,60672.0,White / -,"Burswood, WA",4 cyl,Wagon,4,7,35900.0,1.4,6.0,100.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,35179.0,White / -,"Bentley, WA",4 cyl,Hatchback,5,5,29588.0,2.5,6.0,100.0
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser Prado Altitude SPL EDT,USED,Automatic,4WD,Diesel,129247.0,White / -,"Jandakot, WA",4 cyl,SUV,4,7,56993.0,2.8,8.0,100.0
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,193143.0,White / Black,"Morley, WA",6 cyl,SUV,4,5,19990.0,2.5,7.5,100.0
Toyota,2023,Yaris,SUV,2023 Toyota Yaris Cross GR Sport Hybrid (two-Tone),USED,Automatic,Front,Hybrid,100.0,Red / Black Fabric,"Midland, WA",3 cyl,SUV,4,5,49990.0,1.5,3.8,100.0
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado VX,USED,Automatic,4WD,Diesel,13465.0,Silver / -,"Victoria Park, WA",4 cyl,SUV,4,7,88999.0,2.8,7.9,100.0
Mazda,2019,3,Hatchback,2019 Mazda 3 G25 Astina,USED,Automatic,Front,Unleaded,73282.0,Silver / -,"Victoria Park, WA",4 cyl,Hatchback,5,5,29919.0,2.5,6.6,100.0
Audi,2014,A3,Sedan,2014 Audi A3 1.4 Tfsi Attraction COD,USED,Automatic,Front,Premium,84510.0,Grey / Grey,"Burswood, WA",4 cyl,Sedan,4,5,25900.0,1.4,4.7,100.0
Holden,2015,Colorado,Ute / Tray,2015 Holden Colorado LS-X (4X4),USED,Automatic,4WD,Diesel,176460.0,White / -,"Saint James, WA",4 cyl,Ute / Tray,4,5,27990.0,2.8,9.0,100.0
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX AWD Hybrid,USED,Automatic,AWD,Hybrid,98884.0,White / Grey,"Myaree, WA",4 cyl,SUV,5,5,42388.0,2.5,4.8,100.0
Renault,2020,Koleos,SUV,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,Front,Unleaded,60952.0,Black / Black,"Cannington, WA",4 cyl,SUV,4,5,24996.0,2.5,8.1,100.0
Hyundai,2018,Kona,SUV,2018 Hyundai Kona Active,USED,Automatic,Front,Unleaded,144415.0,Blue / Grey Cloth,"East Bunbury, WA",4 cyl,SUV,4,5,20990.0,2.5,7.2,100.0
Toyota,2008,Yaris,Sedan,2008 Toyota Yaris YRS,USED,Manual,Front,Unleaded,270542.0,Black / -,"Kenwick, WA",4 cyl,Sedan,4,5,4990.0,1.5,6.1,100.0
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,Front,Hybrid,52318.0,Silver / Black Fabric,"Maddington, WA",4 cyl,SUV,5,5,45999.0,2.5,4.7,100.0
Mazda,2019,CX-9,USED Dealer ad,2019 Mazda CX-9,USED,Automatic,Other,Unleaded,82000.0,Blue / -,"Osborne Park, WA",4 cyl,Wagon,4,5,44990.0,2.5,7.7,100.0
Nissan,2021,Juke,SUV,2021 Nissan Juke ST-L,USED,Automatic,Front,Premium,2865.0,Grey / Grey,"Bunbury, WA",3 cyl,SUV,5,5,31990.0,2.5,5.8,100.0
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,33044.0,White / -,"Jandakot, WA",4 cyl,Ute / Tray,4,5,34984.0,2.2,7.5,100.0
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I-S,USED,Automatic,AWD,Unleaded,53951.0,Blue / Black,"Melville, WA",4 cyl,SUV,4,5,32888.0,2.5,7.0,100.0
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Manual,Front,Unleaded,120484.0,White / -,"Osborne Park, WA",4 cyl,Hatchback,5,5,12990.0,1.3,6.0,100.0
Kia,2020,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,48128.0,Grey / -,"Victoria Park, WA",4 cyl,Sedan,4,5,23999.0,2.5,7.4,100.0
Ford,2022,Everest,SUV,2022 Ford Everest Titanium (4WD),USED,Automatic,4WD,Diesel,13413.0,Grey / -,"Bibra Lake, WA",4 cyl,SUV,4,7,68850.0,2.5,7.0,100.0
Audi,2017,Q5,SUV,2017 Audi Q5 2.0 TDI Quattro Design,USED,Automatic,AWD,Diesel,116871.0,White / Black,"Osborne Park, WA",4 cyl,SUV,4,5,33580.0,2.5,5.5,100.0
Mazda,2020,3,Hatchback,2020 Mazda 3 G20 Evolve,USED,Automatic,Front,Unleaded,55000.0,Grey / -,"Osborne Park, WA",4 cyl,Hatchback,5,5,29990.0,2.5,6.2,100.0
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,258245.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,29859.0,2.5,8.7,100.0
Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton GLS (4X4),USED,Manual,4WD,Diesel,134168.0,White / -,"Jandakot, WA",4 cyl,Ute / Tray,4,5,31965.0,2.4,7.2,100.0
Hyundai,2017,Santa,SUV,2017 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,AWD,Diesel,71833.0,White / Black,"Myaree, WA",4 cyl,SUV,4,7,29850.0,2.2,7.8,100.0
Mitsubishi,2021,Triton,Ute / Tray,2021 Mitsubishi Triton Glx+ (4X4),USED,Automatic,4WD,Diesel,17778.0,Blue / -,"Bibra Lake, WA",4 cyl,Ute / Tray,4,5,54668.0,2.4,8.6,100.0
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX-R (4X4),USED,Automatic,4WD,Diesel,55317.0,Grey / Black,"Melville, WA",4 cyl,Ute / Tray,4,5,43981.0,2.4,8.6,100.0
LDV,2020,G10,Commercial,2020 LDV G10,USED,Automatic,Rear,Diesel,11370.0,White / -,"Jandakot, WA",4 cyl,Commercial,4,2,32995.0,1.9,8.6,100.0
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,117694.0,Blue / Black Fabric,"Northbridge, WA",4 cyl,Sedan,4,5,31888.0,2.5,4.2,100.0
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,61456.0,White / Black,"Maddington, WA",4 cyl,SUV,4,5,42867.0,2.5,8.1,100.0
Land,2017,Rover,SUV,2017 Land Rover Discovery Sport TD4 180 HSE 5 Seat,USED,Automatic,AWD,Diesel,85871.0,White / -,"Bibra Lake, WA",4 cyl,SUV,4,5,38888.0,2.5,5.3,100.0
Nissan,2023,Qashqai,SUV,2023 Nissan Qashqai ST-L 2-Tone,USED,Automatic,Front,Premium,1043.0,- / -,"Attadale, WA",4 cyl,SUV,4,5,43965.0,1.3,6.1,100.0
Ford,2003,Falcon,Sedan,2003 Ford Falcon XR8,USED,Manual,Rear,Unleaded,206213.0,Blue / -,"Kenwick, WA",8 cyl,Sedan,4,5,12990.0,5.4,12.5,100.0
Volvo,2022,XC40,VOLVO CARS PERTH - New,2022 Volvo XC40 Ultimate B4 Bright Mhev,DEMO,Automatic,AWD,Premium,1687.0,Grey / Charcoal Leather,"Osborne Park, WA",4 cyl,SUV,4,5,73411.0,2.5,7.1,100.0
Volkswagen,2017,Amarok,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,4WD,Diesel,97871.0,Silver / -,"Bentley, WA",6 cyl,Ute / Tray,4,5,40989.0,2.5,7.8,100.0
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,113560.0,White / -,"Osborne Park, WA",4 cyl,Sedan,4,5,33878.0,2.5,4.2,100.0
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,48969.0,Red / Black,"Myaree, WA",4 cyl,SUV,5,5,47850.0,2.5,6.5,100.0
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,45063.0,White / -,"Jandakot, WA",4 cyl,Sedan,4,5,36970.0,2.5,4.2,100.0
Mitsubishi,2017,Triton,3MT True Value Auto,2017 Mitsubishi Triton 2017 MITSUBISHI TRITON GLX MQ MANUAL 4X4 MY18 DOUBLE CAB,USED,Manual,Other,Unleaded,189019.0,White / -,"Victoria Park, WA",4 cyl,Ute / Tray,4,5,24980.0,2.5,7.7,100.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,54676.0,Silver / Black,"Bibra Lake, WA",4 cyl,SUV,4,5,29990.0,2.5,7.9,100.0
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,243878.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,2,2,21985.0,2.5,8.1,100.0
Toyota,2019,Camry,Sedan,2019 Toyota Camry SX V6,USED,Automatic,Front,Unleaded,100107.0,Silver / -,"Osborne Park, WA",6 cyl,Sedan,4,5,31888.0,3.5,8.9,100.0
Renault,2022,Captur,SUV,2022 Renault Captur Life,USED,Automatic,Front,Premium,7029.0,Blue / Black,"Myaree, WA",4 cyl,SUV,4,4,27999.0,1.3,6.6,100.0
Jeep,2020,Grand,SUV,2020 Jeep Grand Cherokee Overland (4X4),USED,Automatic,4WD,Diesel,69696.0,Grey / Black,"Burswood, WA",6 cyl,SUV,4,5,61900.0,2.5,7.0,100.0
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,4WD,Diesel,4614.0,Grey / Black,"Maddington, WA",4 cyl,Ute / Tray,4,5,68888.0,2.5,7.4,100.0
Volkswagen,2015,Amarok,Ute / Tray,2015 Volkswagen Amarok TDI400 Core Edition (4X4),USED,Manual,4WD,Diesel,240081.0,Silver / -,"Myaree, WA",4 cyl,Ute / Tray,4,5,24990.0,2.5,7.9,100.0
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Cruiser AWD Hybrid,USED,Automatic,AWD,Hybrid,84555.0,Grey / -,"Osborne Park, WA",4 cyl,SUV,5,5,47888.0,2.5,4.8,100.0
Volkswagen,2021,Tiguan,SUV,2021 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,AWD,Premium,69211.0,Grey / -,"Osborne Park, WA",4 cyl,SUV,4,7,54990.0,2.5,9.0,100.0
Volkswagen,2015,Amarok,Ute / Tray,2015 Volkswagen Amarok TDI400 (4X4),USED,Manual,4WD,Diesel,98000.0,Silver / -,"Osborne Park, WA",4 cyl,Ute / Tray,2,2,31990.0,2.5,7.8,100.0
Isuzu,2010,D-MAX,USED Dealer ad,2010 Isuzu D-MAX LS (4x2) 5 SP,USED,Manual,Other,Diesel,194673.0,White / -,"Hamilton Hill, WA",4 cyl,SUV,4,5,11990.0,2.5,7.7,100.0
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,20200.0,Grey / -,"Victoria Park, WA",4 cyl,SUV,5,5,62999.0,2.5,4.8,100.0
Nissan,2012,Maxima,Sedan,2012 Nissan Maxima 250 ST-L,USED,Automatic,Front,Unleaded,119195.0,White / Black,"Morley, WA",6 cyl,Sedan,4,5,14760.0,2.5,9.5,100.0
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,60853.0,Silver / -,"Bentley, WA",4 cyl,SUV,4,5,27980.0,2.5,7.2,100.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Rogue (4X4),USED,Automatic,4WD,Diesel,92277.0,Blue / -,"Osborne Park, WA",4 cyl,Ute / Tray,4,5,58990.0,2.8,8.5,100.0
Subaru,2019,Levorg,Wagon,2019 Subaru Levorg 2.0 STI Sport (awd),USED,Automatic,AWD,Premium,25875.0,Grey / Black,"Melville, WA",4 cyl,Wagon,4,5,44388.0,2.5,8.7,100.0
Nissan,2017,Navara,Ute / Tray,2017 Nissan Navara ST-X (4X4) (sunroof),USED,Automatic,4WD,Diesel,123000.0,White / -,"Osborne Park, WA",4 cyl,Ute / Tray,4,5,36990.0,2.3,7.0,100.0
Kia,2016,Carnival,Wagon,2016 Kia Carnival SLI,USED,Automatic,Front,Diesel,77918.0,Grey / Brown,"Bibra Lake, WA",4 cyl,Wagon,4,8,32988.0,2.2,7.7,100.0
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,4WD,Diesel,18112.0,White / Grey,"Myaree, WA",6 cyl,SUV,4,7,113799.0,3.3,8.9,100.0
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser Prado VX (4X4),USED,Automatic,4WD,Diesel,104897.0,Silver / -,"Osborne Park, WA",4 cyl,SUV,4,7,58888.0,2.8,8.0,100.0
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,84380.0,White / Black,"Myaree, WA",4 cyl,SUV,4,5,22850.0,2.5,7.6,100.0
Toyota,2019,Corolla,Sedan,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,71908.0,White / Black,"Bibra Lake, WA",4 cyl,Sedan,4,5,29887.0,1.8,3.5,100.0
Toyota,2013,Landcruiser,SUV,2013 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,185886.0,White / Grey Fabric,"Northbridge, WA",4 cyl,SUV,4,7,39888.0,2.5,8.5,100.0
Mitsubishi,2020,Express,Commercial,2020 Mitsubishi Express GLX SWB,USED,Automatic,Rear,Diesel,15682.0,White / Black Cloth,"Morley, WA",4 cyl,Commercial,4,3,46998.0,2.5,7.3,100.0
Mazda,2019,3,Hatchback,2019 Mazda 3 G25 GT,USED,Manual,Front,Unleaded,34191.0,Grey / -,"Jandakot, WA",4 cyl,Hatchback,5,5,30984.0,2.5,6.3,100.0
BMW,2017,X3,SUV,2017 BMW X3 Xdrive 30D,USED,Automatic,4WD,Diesel,43600.0,Silver / -,"Bentley, WA",6 cyl,SUV,4,5,50988.0,2.5,5.9,100.0
Volkswagen,2017,Amarok,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,4WD,Diesel,151741.0,White / Black,"Bunbury, WA",6 cyl,Ute / Tray,4,5,37990.0,2.5,7.8,100.0
Subaru,2019,Liberty,Sedan,2019 Subaru Liberty 2.5I,USED,Automatic,AWD,Unleaded,58184.0,Silver / -,"Bentley, WA",4 cyl,Sedan,4,5,26988.0,2.5,7.3,100.0
Subaru,2016,WRX,Sedan,2016 Subaru WRX Premium (awd),USED,Manual,AWD,Premium,77474.0,Grey / Black,"Morley, WA",4 cyl,Sedan,4,5,34768.0,2.5,9.2,100.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,147103.0,White / -,"Cannington, WA",5 cyl,Ute / Tray,4,5,31888.0,3.2,8.8,100.0
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,104532.0,White / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,39380.0,2.5,7.9,100.0
Toyota,2023,Hilux,Ute / Tray,2023 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,4400.0,White / -,"Jandakot, WA",4 cyl,Ute / Tray,4,5,80984.0,2.8,8.0,100.0
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,Front,Diesel,63104.0,Silver / -,"Bentley, WA",4 cyl,Wagon,4,8,38988.0,2.2,7.7,100.0
BMW,2010,320I,Sedan,2010 BMW 320I Executive,USED,Automatic,Rear,Unleaded,102551.0,Silver / Black,"Bunbury, WA",4 cyl,Sedan,4,5,14990.0,2.5,8.0,100.0
Fiat,2017,Ducato,Purely commercials Bibra Lake,2017 Fiat Ducato Low Roof MWB Comfort-matic,USED,Automatic,Front,Diesel,188016.0,White / -,"Bibra Lake, WA",4 cyl,Commercial,4,5,34975.0,2.5,7.7,100.0
Toyota,2020,Corolla,Sedan,2020 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,44946.0,Red / -,"Osborne Park, WA",4 cyl,Sedan,4,5,34888.0,1.8,3.5,100.0
Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 Workmate,USED,Manual,AWD,Diesel,50.0,White / -,"Bentley, WA",8 cyl,Ute / Tray,4,5,134988.0,4.5,10.7,100.0
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger XLT 2.0 (4X4),USED,Automatic,4WD,Diesel,116665.0,Silver / -,"Osborne Park, WA",4 cyl,Ute / Tray,4,5,46888.0,2.5,7.4,100.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,58147.0,White / Grey,"Melville, WA",4 cyl,SUV,4,5,29990.0,2.5,7.9,100.0
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser GXL (4X4),USED,Automatic,4WD,Diesel,142048.0,Silver / -,"Osborne Park, WA",8 cyl,SUV,4,7,84888.0,4.5,9.5,100.0
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,68316.0,Grey / -,"Bentley, WA",4 cyl,Ute / Tray,4,5,49988.0,2.5,8.0,100.0
Nissan,2018,Qashqai,SUV,2018 Nissan Qashqai N-TEC,USED,Automatic,Front,Unleaded,143555.0,Black / Black,"Maddington, WA",4 cyl,SUV,4,5,22888.0,2.5,6.9,100.0
Mitsubishi,2021,Pajero,SUV,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,83083.0,Grey / -,"Morley, WA",4 cyl,SUV,4,7,50888.0,2.4,8.0,100.0
Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado Z71 (4X4),USED,Automatic,4WD,Diesel,145506.0,White / Black,"Morley, WA",4 cyl,Ute / Tray,4,5,36899.0,2.8,9.1,100.0
MG,2022,MG3,Hatchback,2022 MG MG3 Auto Core,USED,Automatic,Front,Premium,11955.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,5,5,17977.0,1.5,6.7,100.0
Chrysler,2012,300,Sedan,2012 Chrysler 300 Limited,USED,Automatic,Rear,Premium,89803.0,Silver / Black,"Maddington, WA",6 cyl,Sedan,4,5,22888.0,3.6,9.4,100.0
Volkswagen,2018,Caravelle,Wagon,2018 Volkswagen Caravelle TDI 340 LWB,USED,Automatic,Front,Diesel,126259.0,White / -,"Jandakot, WA",4 cyl,Wagon,4,9,38971.0,2.5,8.2,100.0
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 XT (4X4) (5YR),USED,Automatic,4WD,Diesel,75980.0,White / Black,"Myaree, WA",5 cyl,Ute / Tray,4,5,44850.0,3.2,10.0,100.0
Toyota,2014,Kluger,SUV,2014 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,146086.0,Silver / -,"Osborne Park, WA",6 cyl,SUV,4,7,24500.0,3.5,10.2,100.0
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,47676.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,5,5,32990.0,1.8,4.2,100.0
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,120193.0,White / -,"Canning Vale, WA",6 cyl,SUV,4,5,23990.0,2.5,7.5,100.0
Hyundai,2010,Getz,Hatchback,2010 Hyundai Getz SX,USED,Automatic,Front,Unleaded,135391.0,Silver / -,"Mandurah, WA",4 cyl,Hatchback,5,5,7999.0,1.6,7.1,100.0
Holden,2015,Commodore,Wagon,2015 Holden Commodore SS-V,USED,Automatic,Rear,Premium,82010.0,- / -,"Jandakot, WA",8 cyl,Wagon,4,5,43984.0,2.5,11.7,100.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,61732.0,White / -,"Victoria Park, WA",4 cyl,Hatchback,4,5,23999.0,2.5,7.4,100.0
Mazda,2018,CX-8,SUV,2018 Mazda CX-8 Asaki (awd),USED,Automatic,AWD,Diesel,57229.0,White / Black,"Rockingham, WA",4 cyl,SUV,4,7,45990.0,2.2,6.0,100.0
Mitsubishi,2009,Lancer,USED Dealer ad,2009 Mitsubishi Lancer ES,USED,Automatic,Other,Unleaded,134911.0,Blue / -,"Kenwick, WA",4 cyl,SUV,4,5,9850.0,2.5,7.7,100.0
Mercedes-Benz,2014,C200,Sedan,2014 Mercedes-Benz C200,USED,Automatic,Rear,Premium,87000.0,Silver / -,"Myaree, WA",4 cyl,Sedan,4,5,30990.0,2.5,6.0,100.0
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser LC200 GXL (4X4),USED,Automatic,4WD,Diesel,45210.0,White / Grey,"Melville, WA",8 cyl,SUV,4,8,106981.0,4.5,9.5,100.0
Mitsubishi,2021,Pajero,SUV,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,63014.0,Silver / -,"Canning Vale, WA",4 cyl,SUV,4,7,53880.0,2.4,8.0,100.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,70373.0,White / -,"Bentley, WA",4 cyl,Hatchback,4,5,23988.0,2.5,7.4,100.0
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,34000.0,Black / -,"Victoria Park, WA",4 cyl,SUV,4,7,64999.0,2.8,8.0,100.0
Jeep,2011,Wrangler,SUV,2011 Jeep Wrangler Unlimited Renegade (4X4),USED,Automatic,4WD,Unleaded,158447.0,Black / -,"Maddington, WA",6 cyl,SUV,4,5,26999.0,3.8,12.0,100.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,164440.0,White / -,"Canning Vale, WA",4 cyl,Ute / Tray,4,5,36990.0,2.8,8.5,100.0
Mitsubishi,2010,Outlander,SUV,2010 Mitsubishi Outlander LS (7 Seat),USED,Automatic,4WD,Unleaded,123817.0,Silver / -,"Bayswater, WA",4 cyl,SUV,4,7,13990.0,2.4,9.3,100.0
Kia,2016,Sportage,SUV,2016 Kia Sportage SI (fwd),USED,Automatic,Front,Unleaded,99357.0,Silver / Black,"Mandurah, WA",4 cyl,SUV,4,5,21955.0,2.5,7.9,100.0
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Diesel,104369.0,White / -,"Canning Vale, WA",6 cyl,SUV,4,5,28990.0,2.5,7.5,100.0
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,12267.0,Grey / Black/Leather,"Bibra Lake, WA",4 cyl,SUV,5,5,53887.0,2.5,6.0,100.0
Nissan,2015,Navara,Ute / Tray,2015 Nissan Navara ST-R (4X4),USED,Manual,4WD,Diesel,143989.0,White / Black,"Morley, WA",4 cyl,Ute / Tray,4,5,21990.0,2.5,9.2,100.0
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,44727.0,Silver / Black,"Melville, WA",4 cyl,Ute / Tray,4,5,64989.0,2.8,8.5,100.0
Jeep,2020,Wrangler,SUV,2020 Jeep Wrangler Unlimited Rubicon (4X4),USED,Automatic,4WD,Unleaded,19173.0,Blue / Black,"Morley, WA",6 cyl,SUV,4,5,71466.0,3.6,10.3,100.0
Toyota,2020,Landcruiser,Ute / Tray,2020 Toyota Landcruiser GXL (4X4),USED,Manual,4WD,Diesel,111526.0,White / -,"Bentley, WA",8 cyl,Ute / Tray,4,5,91977.0,4.5,10.7,100.0
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,Front,Hybrid,496.0,Grey / Black,"Bibra Lake, WA",4 cyl,SUV,5,5,51668.0,2.5,4.7,100.0
